gene	chr	start	end	expression_CCLE	replication_time	noncoding_mutation_rate	local_GC_content	HiC_compartment	local_gene_density	wgs_mean_depth	wgs_percent_20x	capture_on_target_rate	capture_mean_depth	capture_pct200	capture_mean_percentGC
TMEM125	1	43735665	43739672	1091212	264	0.000001582678	0.45841	0.0302937	20	41.72973	68.35135	0.9221351	30.9377	0	64.29
TMEM126A	11	85358963	85367596	325720.4	554	0.000003341897	0.37715	-0.01881967	5	51.48649	98.62162	0.871886	135.0066	22.12131	37.23156
TMEM126B	11	85339662	85347535	325720.4	554	0.000003341897	0.37715	-0.01881967	5	49.86486	97.83784	0.8767329	109.2984	7.088525	34.63521
TMEM127	2	96916314	96931732	904852.2	213	0.000003017345	0.47091	0.04289232	14	44.62162	82.21622	0.8980436	95.53115	11.97377	56.67191
TMEM128	4	4237269	4249934	146134.7	584	0.000004106695	0.451	0.03538545	9	52.75676	98.67568	0.8472691	88.00984	5.403279	36.51105
TMEM129	4	1717680	1723084	867402.2	350	0.000002423492	0.54115	0.03923551	18	36.7027	69.21622	0.8782563	11.41639	0.02295082	62.37217
TMEM130	7	98444112	98467673	1040178	526	0.000003031110	0.49385	0.0338805	10	46.97297	91	0.8464513	85.05246	5.931148	55.8969
TMEM131	2	98372803	98612354	362239.2	708	0.000002841280	0.4252575	0.03634707	12	53.37838	95.56757	0.8584	82.73115	6.967213	39.3661
TMEM132A	11	60691913	60704630	798817.5	512	0.000002782199	0.50386	0.05158115	21	43	78.7027	0.9224341	106.0918	14.17377	61.83606
TMEM132B	12	125811162	126143589	492460.4	860	0.000004364348	0.43139	-0.01746365	7	53.64865	98.35135	0.8934624	148.3541	22.02951	49.91219
TMEM132D	12	129556271	130388212	32086.08	969	0.000008067939	0.4315444	-0.03326573	4	49.94595	95.75676	0.821929	119.823	12.43607	53.24887
TMEM132E	17	32907768	32966336	222789.4	740	0.000003660118	0.49441	-0.002578814	9	42.2973	77.05405	0.9104819	75.92131	6.288525	61.83917
TMEM133	11	100862811	100864665	23524.08	920	0.000004169327	0.36853	-0.02370599	3	53.13514	98.64865	0.9679883	202.5443	45.14754	38.99477
TMEM134	11	67231819	67236731	1392213	215	0.000003608753	0.57144	0.05339369	37	35.37838	68.48649	0.8954821	39.09836	2.098361	65.55262
TMEM135	11	86748886	87039875	159214.3	587	0.000002940675	0.3784175	-0.006953332	7	41.35135	87.05405	0.7474554	125.8328	11.45574	36.06521
TMEM136	11	120196016	120201346	290557.8	173	0.000002420975	0.470845	0.02771118	10	51.16216	97.37838	0.8539937	114.6361	7.803279	46.22899
TMEM138	11	61129473	61136973	1394229	286	0.000002200430	0.49089	0.05735575	28	55.18919	98.78378	0.8682386	201.918	38.2623	45.09987
TMEM139	7	142982063	142985140	379893.7	399	0.000003496024	0.39186	0.01355498	15	50.48649	97.75676	0.9507936	172.2426	27.09508	52.73582
TMEM140	7	134832766	134850966	464513.2	594	0.000002183340	0.38616	0.02049429	11	49.45946	94.81081	0.9434155	137.8164	15.78689	58.85178
TMEM141	9	139685777	139687768	1898901	190	0.000002987140	0.60654	0.03875934	25	42.91892	82.02703	0.8636069	89.38689	9.327869	60.81521
TMEM143	19	48835616	48867186	1478750	217	0.000002781335	0.49213	0.03576293	25	42.18919	86.78378	0.901255	80.9082	7.62623	60.99184
TMEM144	4	159131401	159176438	135910.6	684	0.000003943523	0.37834	-0.009263803	3	43.2973	93.21622	0.8395346	113.2984	9.347541	36.90161
TMEM145	19	42817477	42829214	792229.6	218	0.000002909522	0.56397	0.0419089	31	44.51351	85.32432	0.9325064	144.5508	23.10164	58.00563
CATSPERD	19	5720688	5778741	990266.4	225	0.000002621311	0.53598	0.02589969	16	44.94595	91.97297	0.8504961	129.8689	15.90492	48.01973
TMEM147	19	36036545	36038428	1081638	390	0.000002381917	0.51823	0.04089064	28	54.75676	91.59459	0.9754566	115.3574	9.209836	56.50924
IGFLR1	19	36230152	36233351	1151198	321	0.000002518092	0.54052	0.02960975	40	48.35135	87.64865	0.969625	89.59016	8.459016	62.03856
TMEM14A	6	52535884	52551383	531038.8	498	0.000002672420	0.42168	0.01752007	8	59.35135	99.43243	0.8098197	148.3443	18.9082	41.01784
TMEM14B	6	10747995	10757210	263716.1	468	0.000002665103	0.43323	0.01391419	7	58.21622	99.72973	0.8041536	220.5377	34.30492	44.71996
TMEM14C	6	10723148	10731358	263716.1	468	0.000002665103	0.43323	0.01391419	7	56.94595	99.91892	0.8081291	185.7049	29.9377	46.19576
TMEM14E	3	152057488	152058779	194580.2	402	0.000003023796	0.35531	0.03501142	8	61.72973	98.86486	0.9547389	114.3213	9.144262	40.79572
TMEM150A	2	85825671	85829822	1158965	170	0.000001756860	0.48533	0.04277874	19	54.43243	95.78378	0.878288	127.2328	13.57377	58.0223
TMEM150B	19	55824227	55836708	1028808	209	0.000003903003	0.53888	0.01939455	41	43.24324	87.13514	0.9099183	77.58033	8.622951	58.72185
TMEM150C	4	83405604	83483126	712806.8	493	0.000002156763	0.4338	0.01667567	4	51.21622	97.97297	0.6104232	67.2459	6.006557	41.86631
TMEM151A	11	66059373	66064133	2133752	236	0.000001993568	0.50776	0.05313269	44	30.54054	50.62162	0.8601472	23.88852	0.3344262	67.58792
TMEM154	4	153547271	153601191	165925.2	507	0.000001922039	0.42068	0.04360094	3	47.24324	95.24324	0.8445894	99.23607	6.616393	37.53673
TMEM155	4	122680085	122686340	326547.5	440	0.000003437382	0.39332	0.01826716	6	47.08108	96.2973	0.9117557	74.97705	1	37.51478
TMEM156	4	38968443	39034041	435367.3	152	0.000002197821	0.41085	0.04855453	8	46.89189	94.7027	0.8826661	96.79016	9.986885	36.98913
TMEM158	3	45265957	45267814	514124.8	373	0.000001667884	0.45707	0.04451416	18	3.702703	5.189189	0.7645881	3.140984	0	65.685
TMEM159	16	21169912	21191935	338008.2	549	0.000003128164	0.43581	0.03910105	15	46.45946	96.37838	0.8934642	169.1279	27.37705	51.08921
TMEM160	19	47549168	47551882	1175364	207	0.000002403316	0.51589	0.03499505	21	30.72973	55.10811	0.848848	41.72459	6.180328	61.73037
TMEM161A	19	19230431	19249267	1260413	215	0.000002088057	0.52191	0.03529643	34	42.62162	81.2973	0.9226874	68.00328	4.2	61.47792
TMEM161B	5	87491024	87564665	96521.38	1090	0.000004845900	0.37247	0.003452999	3	36.78378	86.21622	0.8624867	91.89836	4.852459	37.51473
TMEM163	2	135213331	135476571	261979.9	649	0.000003093466	0.4406367	0.005316071	2	46.64865	82.27027	0.7378232	76.2	6.2	49.96668
TMEM164	23	109245863	109421014	216187	NaN	0.000002693714	0.4159167	0.04170055	5	31.08108	76.56757	0.846722	159.2852	22.22295	51.06195
TMEM165	4	56262090	56292342	235221.1	348	0.000003135109	0.41594	0.008345579	5	47.81081	88.62162	0.8518725	85.46885	4.855738	38.81246
TMEM167A	5	82348667	82373272	230538.5	717	0.000002985130	0.37673	0.008191675	5	38.72973	88.59459	0.8413538	129.0689	19.38361	49.36944
TMEM167B	1	109633403	109639553	989912.7	215	0.000001753534	0.44553	0.0177891	16	47.83784	92.67568	0.8837324	254.1902	42.83607	43.99871
TMEM168	7	112405789	112430478	160382.8	814	0.000003975069	0.36854	-0.01590057	6	53.35135	98.32432	0.9666318	136.6721	18.20984	37.03149
TMEM169	2	216946589	216967505	603452.5	419	0.000002585759	0.42449	0.03530223	7	52.45946	98.02703	0.9420798	165.8918	30.14098	51.66
TMEM17	2	62727356	62733604	303217.1	553	0.000002311285	0.43845	0.01368545	5	59.43243	91.32432	0.8992751	121.1443	13.59672	40.06876
TMEM170A	16	75480923	75498584	490399.5	133	0.000002842026	0.41337	0.01631743	13	43.21622	80.83784	0.9120504	74.22623	3.780328	44.19592
TMEM170B	6	11538511	11583756	126261.7	429	0.000002345474	0.39462	0.03178684	13	48.62162	87.75676	0.8859997	184.1639	38.6918	43.55048
TMEM171	5	72416388	72427644	447936.5	584	0.000001893650	0.4021	0.0208151	8	43.7027	93.83784	0.9437928	162.9344	24.51148	47.71418
TMEM173	5	138855115	138862343	781520.9	204	0.000001702981	0.45718	0.03523333	13	43.37838	89.81081	0.915134	113.1443	12.67869	57.33376
TMEM174	5	72469023	72470968	447936.5	584	0.000001893650	0.4021	0.0208151	8	47.32432	95.89189	0.9645215	176.8	28.07541	52.56051
TMEM175	4	926262	952441	675006.9	256	0.000002892706	0.5517	0.04452022	17	39.54054	77.21622	0.8419714	88.4	5.570492	59.94792
TMEM176A	7	150497854	150502208	749050.5	604	0.000003303943	0.4266	0.01629785	17	50.24324	94.2973	0.848067	100.977	7.829508	54.49508
TMEM176B	7	150488378	150498448	734961.1	689	0.000003455802	0.41591	0.01364298	19	53.7027	97.83784	0.8772914	93.83607	5.940984	54.4029
TMEM177	2	120436743	120439694	337283.9	441	0.000002368781	0.43733	0.02918441	10	49.78378	93.51351	0.9761709	229.0885	39.00984	58.99148
TMEM178A	2	39892638	39945101	155473.7	624	0.000002748442	0.41006	-0.006614759	9	38.37838	68.78378	0.8794859	84.7082	8.983607	47.79056
TMEM179	14	105060420	105071097	625252.8	450	0.000002738396	0.5229	0.02015291	10	32.56757	68.13514	0.8550519	35.19344	0.504918	60.87482
TMEM179B	11	62554874	62557871	2405109	248	0.000002734256	0.49137	0.04371955	38	52.89189	94.35135	0.9185018	139.8852	22.08525	52.90012
TMEM18	2	667975	677439	144357.8	557	0.000006109034	0.45949	-0.01447997	6	51.05405	90.64865	0.8839198	75.60328	3.409836	47.43457
TMEM180	10	104221170	104236800	871725.9	178	0.000001695298	0.5397	0.04122774	24	43.21622	84.10811	0.8951113	128.5377	16.42295	60.52445
TMEM181	6	158957468	159056466	646528	306	0.000002453159	0.46308	0.04559227	8	47.2973	87.81081	0.6783669	100.5311	12.19016	46.55804
TMEM182	2	103378490	103434136	63440.12	913	0.000003770089	0.398405	-0.0027845	11	49.83784	98.10811	0.8373903	125.3377	11.51475	43.20651
TMEM183B	1	202976536	202992667	421205.7	389	0.000002257707	0.43195	0.03032769	14	48.83784	94.7027	0.9007108	174.3279	30.92131	47.293
TMEM184A	7	1581872	1596066	595898.9	243	0.000003273471	0.61715	0.0383377	16	44.08108	71.43243	0.8623397	58.74098	2.085246	64.24401
TMEM184B	22	38615298	38669016	1631137	184	0.000002132438	0.52754	0.06699392	28	46.62162	87.72973	0.8312179	67.72459	3.718033	58.69949
TMEM184C	4	148538539	148556670	71636.77	343	0.000002843961	0.4074	0.008985151	4	44.51351	94.91892	0.8927972	136.3508	14.84262	37.41839
TMEM185A	23	148678217	148713487	206116.5	NaN	0.000003224458	0.46164	0.008845916	8	28.97297	73.97297	0.9064745	127.0492	19.80328	45.15673
TMEM186	16	8889038	8891505	401809	358	0.000003203944	0.46924	-0.00909939	5	50.51351	95.27027	0.9595684	132.2262	18.31803	53.85693
TMEM187	23	153237991	153248646	2355024	NaN	0.000002702035	0.56676	0.02519528	27	26.97297	55.40541	0.9497399	60.18033	0.9737705	61.19115
CNEP1R1	16	50059189	50070998	270030.5	594	0.000002528950	0.44909	-0.01193648	5	46.08108	89.64865	0.8088773	36.16066	0.4	38.74596
TMEM189-UBE2V1	20	48697663	48770335	571129.7	136	0.000002484023	0.49837	0.05797523	13	45.27027	85.32432	0.3582629	67.10164	2.990164	57.68316
TMEM19	12	72079878	72097837	259684.1	393	0.000003642635	0.37088	-0.01071402	6	50.86486	97.64865	0.9152595	188.2459	34.41311	40.15657
TMEM190	19	55888204	55889612	1028808	209	0.000003903003	0.53888	0.01939455	41	38.13514	72.13514	0.9569989	112.5902	16.91148	63.46517
TMEM192	4	165997231	166034024	170385.4	595	0.000004722783	0.436785	0.000371766	6	46.16216	92.67568	0.8894888	73.13443	3.334426	41.82874
TMEM194A	12	57449427	57472574	2026922	199	0.000002193304	0.46987	0.04131869	38	52.40541	94.21622	0.9002158	133.1344	17.76721	45.37459
AGMO	7	15239943	15601640	17876.31	1102	0.000005610795	0.352604	-0.02218616	2	44.64865	92.16216	0.8296064	116.282	11.8623	36.015
TMEM196	7	19758939	19812404	187538.9	874	0.000005041246	0.3627	-0.00413678	5	52.10811	98.21622	0.859178	93.34754	3.839344	41.72199
TMEM198	2	220408745	220415315	548993.8	487	0.000002502161	0.56582	0.03483973	40	44.94595	84.37838	0.900569	156.6721	18.67869	60.98461
TMEM199	17	26684687	26689088	1405196	214	0.000002403784	0.46907	0.01015912	13	52.2973	90.59459	0.8609764	114.8328	7.459016	54.29664
TMEM2	9	74298282	74383800	235852.4	312	0.000003217801	0.392415	-0.006979749	2	51.54054	98.32432	0.9038816	129.9836	12.67541	41.75254
SLC35G1	10	95653730	95662490	497832.3	589	0.000001885678	0.41605	0.0007110498	11	43.62162	88.35135	0.9603062	96.34754	6.737705	40.18271
TMEM200A	6	130758262	130764208	126083.3	954	0.000003851829	0.38831	0.02266047	6	55.21622	98.91892	0.9839591	126.1672	12.07869	43.93541
TMEM200B	1	29445938	29450421	598248.6	235	0.000002012702	0.42105	0.0194827	17	27.2973	50.7027	0.9312909	22.28525	0	65.0802
TMEM200C	18	5890184	5892103	269994.3	959	0.000005299926	0.39776	-0.009623696	4	35.81081	66.10811	0.9944424	58.29508	1.754098	59.65634
TMEM201	1	9648932	9674935	491496	268	0.000001550847	0.47541	0.03139283	10	36.67568	67.75676	0.8836366	72.2	1.82623	64.97357
TMEM202	15	72690668	72700707	1116695	366	0.000002215358	0.438065	0.04064227	10	52.91892	98.67568	0.9097661	120.6066	12.8623	47.71579
TMEM203	9	140098537	140100090	1723416	200	0.000004354251	0.60268	0.03922532	48	37.08108	73.78378	0.8619724	41.50164	0	60.42314
TMEM204	16	1584231	1605243	1366033	256	0.000002437200	0.57142	0.03511827	47	40.81081	77.02703	0.8761165	87.78689	3.986885	63.05249
TMEM205	19	11453452	11456981	1385739	197	0.000002336458	0.50795	0.03064605	30	47.43243	93.32432	0.9634049	126.1869	16.03279	56.2503
TMEM206	1	212537819	212588267	487387.4	298	0.000002462607	0.3967	0.01695561	8	50.56757	95.10811	0.859037	169.1705	25.44262	51.84198
TMEM207	3	190146444	190167665	163493.7	373	0.000003417564	0.36506	0.008862645	5	70.18919	98.78378	0.8626916	115.7082	11.67541	39.77976
TMEM208	16	67261016	67263182	1109491	150	0.000001561950	0.55169	0.04626712	34	49.16216	92.62162	0.8972823	130.823	19.50492	55.01363
TMEM209	7	129804555	129845338	414437.5	266	0.000002155975	0.42118	0.03375455	8	53.83784	97.86486	0.8819063	85.74098	9.177049	41.22386
TMEM211	22	25331208	25335314	363566.1	415	0.000003051617	0.47651	-0.02141268	13	53.35135	96.75676	0.9144559	114.2033	8.098361	51.24847
TMEM213	7	138482739	138490767	352046.2	385	0.000003029427	0.45375	0.007271653	7	49.72973	93.35135	0.8340792	34.48525	0.009836066	59.1842
TMEM214	2	27255774	27264564	1257014	290	0.000001980919	0.46866	0.03403647	18	53.59459	95.05405	0.8932151	127.7672	15.36721	56.04834
TMEM215	9	32783497	32789197	610743.9	401	0.000002960437	0.41825	-0.01822853	6	51.37838	97.91892	0.9451672	109.341	9.731148	54.83372
TMEM216	11	61159832	61166323	1394229	286	0.000002200430	0.49089	0.05735575	28	54.86486	99.40541	0.828405	147.7016	25.27213	48.40464
TMEM217	6	37179955	37225931	626559.1	236	0.000002302631	0.45476	0.04448719	16	53.27027	96.86486	0.9116845	201.1508	42.21311	44.22285
TMEM218	11	124966401	124973205	428178.3	762	0.000002939034	0.40414	0.02980731	27	52.48649	96.18919	0.8269215	59.46885	1.259016	49.29753
TMEM219	16	29973351	29984373	1994393	238	0.000002759985	0.51202	0.05242124	22	46.02703	97.24324	0.9208948	229.7705	50.32787	57.13862
SLC35G2	3	136537861	136574732	194046.8	195	0.000003472302	0.43585	0.02675361	6	57.45946	97.48649	0.9869171	293.6262	67.68525	39.04782
TMEM220	17	10616640	10633646	59041.08	801	0.000003207789	0.4327	-0.04884427	12	43.27027	87.51351	0.6850057	82.42951	4.668852	42.7204
TMEM222	1	27648636	27662890	884974	188	0.000001609720	0.46375	0.02973963	21	45.32432	83.94595	0.6623178	103.0852	13.02295	57.50552
TMEM223	11	62557787	62559486	2405109	248	0.000002734256	0.49137	0.04371955	38	44.97297	80.37838	0.9316355	14.9541	0	57.2636
TMEM225	11	123753635	123756340	89098.85	736	0.000004297046	0.38078	-0.008438044	11	46.89189	96.10811	0.878695	111.3639	8.193443	41.99267
TMEM229B	14	67936984	67982021	488730.9	311	0.000002087868	0.47817	0.03865812	7	39.2973	75.75676	0.8106023	44.63934	0.9180328	63.03996
TMEM231	16	75572017	75590170	488581.5	225	0.000003068900	0.46529	0.006384503	16	49.67568	85.78378	0.8705331	69.1082	9.57377	52.54525
TMEM25	11	118401803	118417313	1359480	167	0.000002286595	0.43926	0.04672168	22	47.62162	89	0.8835979	97.37049	9.796721	55.35128
TMEM26	10	63166401	63213208	84083.77	468	0.000002203491	0.36624	-0.01902816	3	44.05405	91.72973	0.8713443	99.76393	6.560656	49.52306
TMEM27	23	15645441	15683154	170316.8	NaN	0.000002389605	0.3848	0.02755192	11	32.48649	79.59459	0.8285241	73.67213	4.829508	37.79734
TMEM30A	6	75962638	75994632	394126.8	423	0.000002915990	0.38064	-0.002569905	3	48.94595	91.67568	0.8941597	109.3311	10.82295	41.93421
TMEM30B	14	61744091	61748530	351491.4	448	0.000002183147	0.42022	-0.01100286	9	35.83784	59.67568	0.9724762	29.18689	0.1377049	65.21655
TMEM31	23	102965837	102968958	485629	NaN	0.000002919174	0.40527	0.04344998	18	32.18919	78.91892	0.9374489	100.9115	10.06885	45.78555
TMEM33	4	41937137	41962824	272280.6	261	0.000003637438	0.41154	0.02521655	7	50.18919	96.48649	0.8529836	117.6984	10.08197	36.99239
TMEM35	23	100333836	100351353	422602.5	NaN	0.000002672534	0.44168	0.02932947	12	30.02703	74.83784	0.9446273	111.1246	11.62295	51.75991
TMEM37	2	120189446	120196094	203559.3	497	0.000003085362	0.4103	0.03478202	8	45.16216	84.10811	0.9620476	208.8918	40.73115	56.90691
TMEM38A	19	16771938	16799814	980514.3	362	0.000002349205	0.51291	0.04063003	23	43.40541	85.21622	0.8960046	175.1049	24.5541	56.99714
TMEM38B	9	108456825	108537444	214950.8	773	0.000003025548	0.385535	-0.007666339	8	44.18919	89.48649	0.3690833	116.5508	9.380328	39.06373
TMEM39A	3	119149701	119182471	270590.8	599	0.000003502577	0.42422	0.02854881	7	58.10811	95.56757	0.9036455	148.1672	19.34754	42.98646
TMEM39B	1	32538503	32568465	1242874	218	0.000001779397	0.45626	0.02435015	15	48.94595	96.43243	0.883288	91.94754	5.337705	57.92114
TMEM40	3	12775392	12800808	487513.5	176	0.000002021518	0.46206	0.03543514	8	47.10811	96.05405	0.8579319	129.4262	20.24918	47.922
TMEM41A	3	185207389	185216845	953031.4	366	0.000002846672	0.42812	0.03144588	8	63.08108	92.10811	0.90193	126.7049	19.61311	48.41311
TMEM41B	11	9302711	9336296	669286.3	170	0.000002198262	0.44722	0.01985006	12	45.67568	90.89189	0.7675471	68.94426	5.118033	33.784
TMEM42	3	44903408	44907152	466410.2	380	0.000001788502	0.43977	0.03144987	14	38.32432	74.72973	0.9073218	81.07213	9.196721	52.85503
TMEM43	3	14166440	14185180	312563.8	463	0.000002536445	0.39944	0.0267127	7	43.2973	88.56757	0.8646395	88.84918	4.927869	56.7097
TMEM44	3	194308403	194354150	370452	255	0.000002903731	0.48218	0.03393355	8	60.67568	92.78378	0.8518277	106.9148	16.08525	50.31617
TMEM45A	3	100211463	100296285	346649.8	411	0.000002979942	0.41224	0.006672155	8	61.75676	99.35135	0.8692334	229.7869	50.16393	39.41496
TMEM45B	11	129685741	129729898	632501.1	231	0.000002662910	0.440525	-0.001868024	6	50.86486	96.08108	0.8735488	140.0393	19.3082	50.70768
TMEM47	23	34645183	34675405	7187.923	NaN	0.000005253914	0.36214	-0.01557114	2	26.37838	60.64865	0.8770658	32.71148	0.5147541	42.07793
NDC1	1	54231135	54304225	535585.3	319	0.000002054050	0.43984	0.02406129	12	48.27027	96.02703	0.8651688	120.0918	13.96066	38.0859
VMP1	17	57784863	57917950	1018847	361	0.000002332038	0.4000367	0.02244632	11	51.64865	95.16216	0.85676	138.7311	17.64918	37.87832
TMEM5	12	64173637	64202887	222270.4	460	0.000003940967	0.388235	-0.01678433	4	46.45946	88.83784	0.9257151	105.882	8.613115	38.70357
TMEM50A	1	25664811	25688850	671521.6	270	0.000001750458	0.46249	0.03464462	12	48.21622	98.32432	0.8106802	111.0393	6.554098	36.34568
TMEM50B	21	34821449	34852281	884787.8	182	0.000002105106	0.45616	0.0626708	14	47.32432	97.37838	0.8129411	104.7541	4.832787	36.14872
TMEM51	1	15479028	15546973	379958.7	432	0.000001920668	0.497935	0.01636488	3	45.43243	91.32432	0.7263057	138.1705	18.5082	57.83927
TMEM52	1	1849029	1850740	1434423	233	0.000002595188	0.49535	0.02723332	42	39.72973	70.94595	0.9700464	83.21967	13.45246	61.98502
TMEM53	1	45119502	45140099	563552.7	252	0.000001935622	0.50868	0.04451783	14	45.08108	86.48649	0.891123	104.1279	7.659016	58.90018
TMEM54	1	33360196	33366953	1019374	232	0.000001664430	0.45579	0.01465544	28	43.40541	83.51351	0.8815162	52.32131	2.029508	62.05218
TMEM55A	8	92006504	92053203	104917.2	935	0.000005452217	0.35313	0.000848364	4	49.75676	91.62162	0.8703663	120.3967	13.64918	41.61985
TMEM55B	14	20926012	20929637	464497.4	395	0.000004211763	0.46254	0.01736308	26	50.40541	89.81081	0.9116182	125.8951	18.82295	49.04658
TMEM56	1	95582894	95663159	228305.4	452	0.000002527085	0.40401	-0.008146142	8	44.05405	89.97297	0.8733745	151.2623	21.97705	35.40827
TMEM57	1	25757388	25826696	613154.8	230	0.000001650820	0.441685	0.02389842	11	46.78378	93.35135	0.8957207	120.8393	14.8918	41.93695
TMEM59	1	54497351	54519111	438316	201	0.000002000353	0.43601	0.02905375	15	41.72973	92.18919	0.8738287	100.5213	7.101639	41.8492
TMEM59L	19	18723682	18731843	1397040	222	0.000002105003	0.54368	0.03345435	34	36.89189	73.18919	0.888492	89.03279	8.337705	59.94774
TMEM60	7	77423046	77427747	253753.8	795	0.000003175535	0.39183	0.02796925	7	57.64865	99.83784	0.9592674	115.0426	11.23934	40.03494
TMEM61	1	55446465	55457965	454765.6	217	0.000001971628	0.45307	0.0126251	16	43.18919	85.56757	0.9192725	152.5311	24.49508	61.14344
TMEM62	15	43425722	43477336	843515.5	333	0.000002044867	0.40536	0.04246466	15	49.45946	94.81081	0.8591642	166.7705	27.80328	38.09455
TMEM63A	1	226033234	226070420	924498.8	239	0.000002285220	0.47991	0.007713805	7	50.67568	96.91892	0.8662778	97.99672	10.14754	54.96113
TMEM63B	6	44095376	44123255	1267618	203	0.000002517745	0.515985	0.05058506	22	53.62162	93.78378	0.8797399	113.7672	10.60984	57.98643
TMEM63C	14	77648102	77725838	549191.1	394	0.000002239797	0.49349	0.04741331	8	49.16216	94.05405	0.8077563	101.0426	14.1082	54.71541
TMEM64	8	91634223	91658133	184764.5	746	0.000004759239	0.3779	0.00786114	6	48.81081	92.18919	0.8991201	95.47869	6.721311	44.28144
TMEM65	8	125323161	125384940	330176.8	445	0.000003014653	0.39976	0.01375717	8	32.16216	65.91892	0.8220218	64.72459	3.495082	36.04346
SARAF	8	29920632	29940649	387692.9	231	0.000002132866	0.42489	0.05067461	5	46.2973	93.75676	0.9178259	146.2623	20.43934	41.92728
TMEM67	8	94767072	94830346	234269.3	416	0.000003722245	0.3941	0.01535146	4	50.48649	94.2973	0.8825594	137.9836	18.46885	35.47051
TMEM68	8	56651320	56685885	319096.5	538	0.000004322508	0.39767	-0.002946294	3	52.08108	96.97297	0.8837101	120.4951	11.96393	35.8512
TMEM69	1	46153847	46160108	953031.5	157	0.000001812151	0.42496	0.02965524	23	49.56757	98.45946	0.9725553	249.9344	44.03607	42.78844
TMEM70	8	74888377	74895011	258047.3	417	0.000003224313	0.41712	0.02541015	8	52.40541	86.27027	0.7995328	109.0197	11.47213	38.61159
TMEM71	8	133722194	133772914	166227.3	872	0.000003796317	0.40246	-0.005826631	7	62.91892	99.35135	0.8514174	141.9213	17.76393	40.46789
TMEM72	10	45406764	45430642	75634	905	0.000003508727	0.47759	0.02480304	6	48.37838	94.35135	0.9271465	126.4492	20.22623	57.9515
TMEM74	8	109795346	109799770	275833.9	891	0.000004669902	0.37052	-0.01449999	4	60.64865	98.97297	0.9763586	136.7115	15.97377	49.39689
TMEM79	1	156254070	156262235	2266205	211	0.000002427820	0.49587	0.03326718	27	45.91892	89.64865	0.9378032	169.318	28.34754	60.76056
TMEM80	11	695616	704127	1781290	193	0.000002848611	0.572035	0.05252964	44	42.16216	84.86486	0.8131914	197.541	31.90164	55.18979
TMEM81	1	205052258	205053588	655446.5	431	0.000002728883	0.52592	0.03723388	13	56.75676	99.56757	0.9659143	122.2459	10.01639	48.33915
TMEM82	1	16068917	16074475	683348.9	174	0.000001725151	0.46047	0.02177762	16	41.27027	73.02703	0.8947331	58.62295	2.114754	64.42831
EMC4	15	34517245	34522350	453823.2	242	0.000002898036	0.41114	0.01059116	8	51.54054	98.59459	0.874005	154.7148	27.95738	45.07873
TMEM86A	11	18720351	18726332	616892.3	562	0.000002810567	0.46779	0.02500915	20	41.72973	85.81081	0.9394107	149.8525	22.6918	58.00157
TMEM86B	19	55738003	55740632	1035412	209	0.000003997321	0.54041	0.004544191	38	41.83784	77.32432	0.9099648	24.97377	0	64.02628
TMEM87A	15	42502729	42565755	595634.8	394	0.000001844386	0.40952	0.03461875	21	47.67568	95.83784	0.8377929	120.823	15.15082	38.99802
TMEM87B	2	112812800	112876895	564342.6	466	0.000003142086	0.42916	0.03599753	6	48.89189	89.48649	0.8520746	125.3934	18.86557	34.20784
TMEM88	17	7758384	7759415	2148615	337	0.000002327413	0.50047	0.02393907	58	34.94595	64.24324	0.9696394	48.11148	0.452459	67.1261
TMEM89	3	48658276	48659189	1386275	212	0.000001760452	0.54695	0.03662422	22	37.97297	74.78378	0.9650241	98.5082	9.045902	60.64455
TMEM8A	16	420777	431950	1549307	207	0.000003390640	0.56232	0.03731221	48	38.37838	72.72973	0.9268546	66.80656	2.852459	62.96741
TMEM8B	9	35829222	35854843	847663.2	227	0.000001945547	0.47901	0.05437345	29	46.10811	87.05405	0.93492	131.5016	17.32459	57.40882
TMEM8C	9	136379708	136390068	1858670	315	0.000002452310	0.55739	0.03853361	27	45.94595	92.21622	0.8925595	85.66557	3.868852	60.9723
TMEM9	1	201103901	201123632	572258.4	333	0.000002470077	0.49483	0.02315042	10	52.62162	97.32432	0.8359372	113.6033	15.20656	53.71017
SYNDIG1L	14	74872596	74892805	604423.3	384	0.000002093467	0.47893	0.04524101	22	43.21622	85.59459	0.9035317	107.3443	10.67869	60.57514
SYNDIG1	20	24449835	24647167	178966.8	927	0.000004393577	0.45674	-0.03667065	7	49.56757	91.67568	0.8237636	188.0918	32.49836	57.10213
TMEM91	19	41869871	41889985	1193025	249	0.000002713153	0.49945	0.03304872	28	43.51351	81.83784	0.9304337	272.5902	35.20328	56.13511
TMEM92	17	48348767	48358844	1297691	196	0.000001915399	0.50682	0.02848462	18	49.7027	92.59459	0.8417556	140.1836	21.56393	58.39139
EMC6	17	3572090	3572962	504736.1	354	0.000002786193	0.52304	0.01951905	22	39.7027	78.32432	0.930675	59.5377	0.2918033	57.63481
TMEM95	17	7258497	7260538	1911735	206	0.000002247157	0.53544	0.03594318	38	41.51351	87.62162	0.9660891	121.5115	15.15738	58.17483
TMEM97	17	26646121	26655710	1405196	214	0.000002403784	0.46907	0.01015912	13	52.89189	89.13514	0.891473	103.5672	8.734426	45.5845
